RA,DEC,BRICKNAME,FLUX_G,FLUX_R,FLUX_Z,FLUX_W1,TYPE,g_mag,r_mag,z_mag,w1_mag,r_minus_z,z_minus_w1,is_lrg_v1,is_lrg_v2,is_lrg_v3,is_lrg_v4,is_lrg_v5,phase3_ranking_mode,region_id,phase3_region_rank
3.794722313261786,-32.03718753340263,0036m320,3.2423587,13.834453,103.48208,231.79738,PSF,21.22284735797246,19.647595048457696,17.46283714145462,16.58722869974936,2.1847579070030747,0.8756084417052605,False,False,True,True,True,density_v3,25,2
3.7947286714339685,-32.0051365723795,0036m320,0.5498345,1.0495985,18.867788,134.51491,EXP,23.149420053420606,22.44744204267047,19.310697512301473,17.17807395397683,3.136744530368997,2.1326235583246422,True,True,True,True,True,density_v3,25,2
3.7947325873393623,-32.007246543836075,0036m320,2.7006228,10.600581,27.484234,84.48321,SER,21.421340176532443,19.93667581051104,18.902290912041398,17.683074012442688,1.0343848984696429,1.2192168995987096,False,False,True,True,True,density_v3,25,2
3.7949339231613677,-32.08246536503537,0036m320,4.2179313,11.661227,21.19797,76.01563,REX,20.937251252958035,19.833139355172065,19.184264345873366,17.79774271447765,0.648875009298699,1.3865216313957163,False,False,True,True,True,density_v3,25,2
3.795232959159519,-32.08620073316894,0036m320,0.037254848,3.5427933,58.66104,433.95963,REX,26.07204302252797,21.126635471278707,18.079125580913516,15.906376686295578,3.047509890365191,2.1727488946179374,True,True,True,True,True,density_v3,25,2
3.7962339976249244,-31.99575846654098,0036m320,0.64355624,1.9548804,16.223501,290.08975,REX,22.978533740595573,21.77219954321058,19.47463853651488,16.343669032377942,2.297561006695698,3.1309695041369388,True,True,True,True,True,density_v3,25,2
3.7962374818044298,-31.921241246987737,0036m320,0.5013128,2.8048959,9.455919,28.603159,SER,23.249728032727646,21.380208139512995,20.0607406110889,18.858965001168375,1.319467528424095,1.2017756099205243,False,False,True,True,True,density_v3,25,2
3.7970361615472314,-32.084531512793944,0036m320,-0.028047292,1.6893811,28.00987,207.68004,REX,,21.930680907503103,18.881722246558976,16.706513111174246,3.048958660944127,2.17520913538473,True,True,True,True,True,density_v3,25,2
3.798103119138693,-32.01459325062002,0036m320,2.6424615,8.989783,24.39584,243.3804,PSF,21.444978313096943,20.115626943740754,19.03171057280302,16.534285991463953,1.0839163709377324,2.497424581339068,True,True,True,True,True,density_v3,25,2
3.798336696209828,-32.09184957851654,0036m320,1.3099042,5.1019826,36.933575,767.9975,REX,22.206901148716433,20.730652568521762,18.581446641030062,15.286600487675987,2.1492059274916997,3.294846153354076,True,True,True,True,True,density_v3,25,2
3.7984594021390934,-32.09721110486792,0036m320,1.5627903,6.1343045,22.395262,46.962807,PSF,22.01524825022804,20.53058667066415,19.124609642467192,18.32061488914247,1.4059770281969577,0.8039947533247229,False,False,True,True,True,density_v3,25,2
3.7985983383568174,-32.00801181104127,0036m320,0.5999468,0.5856668,9.085042,131.32808,EXP,23.054718152540065,23.080873530923494,20.104182651559498,17.204106018970528,2.9766908793639963,2.90007663258897,False,True,True,True,True,density_v3,25,2
3.7989650760777054,-32.05250336000323,0036m320,1.6383238,5.2415442,11.901398,167.2255,EXP,21.96400065989763,20.701351859350883,19.811005079720925,16.941743778567517,0.890346779629958,2.869261301153408,True,True,True,True,True,density_v3,25,2
3.7991171397177372,-32.053533983895605,0036m320,4.753588,13.462719,25.930637,343.04236,SER,20.807446109096865,19.677168050196855,18.965467020999515,16.161630626402555,0.7117010291973394,2.80383639459696,True,True,True,True,True,density_v3,25,2
3.7992006229712088,-32.065142666789896,0036m320,0.6774999,1.3117146,20.962215,3978.401,REX,22.922726926891034,22.205401578094797,19.1964070504764,13.500728644579276,3.0089945276183983,5.695678405897123,True,True,True,True,True,density_v3,25,2
3.799365380290567,-32.09529952850813,0036m320,0.6008268,2.2576644,11.2858925,84.91678,PSF,23.05312675968402,21.61585151761993,19.868660228225107,17.677516224389773,1.7471912893948236,2.1911440038353334,True,True,True,True,True,density_v3,25,2
3.8001193679985614,-32.00261475723909,0036m320,0.26600575,1.0135689,17.65335,3731.8435,EXP,23.937772420566187,22.48536683253746,19.38293211961507,13.570191441498427,3.1024347129223884,5.8127406781166435,True,True,True,True,True,density_v3,25,2
3.8001894959055185,-31.98710786202238,0036m320,2.1718123,4.354352,7.15561,30.452137,SER,21.657944281008554,20.902691165879265,20.363383331367388,18.790955562842143,0.5393078345118774,1.5724277685252446,False,False,True,True,True,density_v3,25,2
3.8003560512873626,-32.08769829068132,0036m320,0.37507933,0.6792793,7.87034,356.77817,EXP,23.564692160148446,22.9198790053896,20.26001628197554,16.11900432300736,2.6598627234140615,4.141011958968178,False,True,True,True,True,density_v3,25,2
3.8005581370679655,-31.99080828249911,0036m320,0.5483896,1.2194232,10.965647,123.12816,REX,23.15227694810253,22.28461388892132,19.89991437235344,17.27410653881677,2.3846995165678813,2.625807833536669,True,True,True,True,True,density_v3,25,2
3.8014306951092824,-31.98887881400712,0036m320,1.6136194,3.6748314,7.4681845,53.53451,REX,21.980497202011687,21.086906456352224,20.316962407778032,18.178415388378447,0.7699440485741924,2.138547019399585,False,True,True,True,True,density_v3,25,2
3.801507156184291,-32.010579118625216,0036m320,-0.2414527,0.26130062,24.813654,546.1608,SER,,23.957148885304754,19.013273196966924,15.656698630095669,4.94387568833783,3.356574566871256,True,True,True,True,True,density_v3,25,2
3.8015835902195936,-32.08266769077346,0036m320,0.96691364,2.3861842,7.172666,503.5653,DEV,22.536530782552415,21.555740078627,20.360798468741717,15.744860494014722,1.1949416098852836,4.615937974726995,False,True,True,True,True,density_v3,25,2
3.801601227771136,-32.03679324915254,0036m320,1.0323993,2.3677795,7.214684,238.46393,EXP,22.465380749891114,21.564146862651757,20.35445671371767,16.556443265444912,1.2096901489340866,3.7980134482727586,False,True,True,True,True,density_v3,25,2
3.8017820711601056,-32.055561057417734,0036m320,-0.030594485,1.4232776,11.488042,4334.5464,EXP,,22.116775951554835,19.84938497487641,13.40764086257023,2.267390976678424,6.441744112306182,True,True,True,True,True,density_v3,25,2
