name,ra,dec,zlens,type,grading,ref
DESI-137.3028+19.6441,137.30283,19.64405,0.784,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-137.3244+25.8079,137.32446,25.8079,0.337,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-137.4164+13.8685,137.41642,13.86851,0.6394,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-137.4367+22.4354,137.43671,22.4354,0.691632,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-137.4500+07.3521,137.45,7.3521,0.645853,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-137.5867-02.3343,137.58675,-2.33432,0.762,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-137.7719+61.1281,137.77192,61.12808,0.2787,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-137.7780+07.3089,137.77804,7.30891,0.5082,galaxy,confident,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-137.8568+14.2991,137.85679,14.2991,0.546375,galaxy,confident,Huang et al. (2020) - arXiv:1906.00970
DESI-137.9498+28.4536,137.94979,28.4536,0.565262,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-137.9658+45.7327,137.96579,45.73271,0.376,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-138.0489+25.5402,138.04887,25.54019,0.261,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-138.0524+33.3767,138.05242,33.3767,0.807,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-138.2849+25.1073,138.28496,25.10732,0.32859844,galaxy,confident,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-138.5115+16.5394,138.5115,16.5394,0.869077,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-138.5360-06.6991,138.53596,-6.69915,0.286,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-138.5630+01.6484,138.56304,1.64839,0.789,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-138.6664-00.0821,138.66642,-0.0821,0.581,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-138.6670+16.0557,138.66704,16.05574,0.5638,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-138.8482-00.9226,138.84817,-0.92262,0.5055801,galaxy,probable,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-139.1054+32.4048,139.10542,32.4048,0.686,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-139.2510-05.1914,139.25096,-5.19144,0.75,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-139.2754+27.6057,139.27771,27.6079,0.464,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-139.3411+62.4459,139.34108,62.4459,0.405959,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-139.4009+38.7969,139.39871,38.7953,0.25,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-139.4885+64.4473,139.4885,64.4473,0.524324,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-139.5922+61.1759,139.59221,61.1759,0.242,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730
DESI-139.8006+08.8084,139.80058,8.80843,0.6401,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-139.8960+30.5323,139.89592,30.5323,0.641208,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730 | Tran et al. (2022) - arXiv:2205.05307
DESI-140.0624+08.4656,140.06079,8.4668,0.671,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-140.0786+15.1720,140.07862,15.17196,0.332,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-140.1770+00.8430,140.177,0.84296,0.2521,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-140.2081+45.3662,140.20812,45.36616,0.378,galaxy,confident,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-140.2180+09.0616,140.21769,9.06176,0.85979944,galaxy,confident,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-140.6027+00.6296,140.60271,0.62957,0.339,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-140.6463+09.3427,140.64629,9.3427,0.662,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-140.6980+15.6920,140.69804,15.69198,0.693,galaxy,confident,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-140.7116+25.0537,140.71158,25.0537,0.453,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-140.8110+18.4954,140.81092,18.4954,0.873228,galaxy,confident,Huang et al. (2020) - arXiv:1906.00970 | Tran et al. (2022) - arXiv:2205.05307
DESI-140.8863+20.3278,140.88629,20.3278,0.417,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-141.0626+05.7690,141.06258,5.769,0.612797,galaxy,confident,Huang et al. (2020) - arXiv:1906.00970
DESI-141.4491+37.3023,141.44908,37.3023,0.55265,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730
DESI-141.5275+07.8090,141.5275,7.809,0.571476,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-141.6150+39.7426,141.615,39.7426,0.527,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-141.8067+36.9076,141.80671,36.90758,0.662,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-141.8108+73.2823,141.81079,73.2823,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-141.9814+11.4093,141.98142,11.40925,0.453,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-142.0189+20.5292,142.01935,20.52806,0.198,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M | Moustakas et al. (2012) - adsabs:2012hst..prop12833M | Moustakas et al. (2012) - adsabs:2012hst..prop12833M | Moustakas et al. (2012) - adsabs:2012hst..prop12833M | Moustakas et al. (2012) - adsabs:2012hst..prop12833M | Moustakas et al. (2012) - adsabs:2012hst..prop12833M | Moustakas et al. (2012) - adsabs:2012hst..prop12833M | Moustakas et al. (2012) - adsabs:2012hst..prop12833M | Moustakas et al. (2012) - adsabs:2012hst..prop12833M
DESI-142.7762+17.7152,142.77621,17.7152,0.524344,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-142.9212-06.7297,142.92121,-6.7297,0.264,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730
DESI-142.9758+12.6501,142.97583,12.65009,0.398,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-142.9923+06.7121,142.99329,6.7123,0.255,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-143.0565-05.6041,143.0565,-5.6041,0.474,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-143.0999+11.5132,143.10058,11.513,0.166,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-143.1886+37.8620,143.18854,37.86202,0.2713,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-143.2149+66.1567,143.21483,66.15672,0.167,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-143.2717+60.6776,143.27167,60.67757,0.753,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-143.3887+09.3219,143.38873,9.32192,0.743036,galaxy,confident,Huang et al. (2020) - arXiv:1906.00970 | Tran et al. (2022) - arXiv:2205.05307
DESI-143.6419+17.0856,143.64187,17.08562,0.767,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-143.7713+18.2787,143.77129,18.2787,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-143.9409+22.0397,143.94092,22.03969,0.536,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-144.0261+12.8391,144.02608,12.8391,0.28447,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-144.0878+13.3795,144.08779,13.37951,0.619,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-144.1511+08.8633,144.15108,8.8633,0.662,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-144.3042+13.0264,144.30417,13.02637,0.3786,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-144.4242+31.4659,144.42421,31.4659,0.596941,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-144.6321-04.2535,144.63208,-4.2535,0.568,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-144.7849+00.6228,144.78492,0.6228,0.439451,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-145.0099+05.4279,145.00992,5.4279,0.587,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-145.1485+13.1356,145.1485,13.1356,0.470215,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-145.1706+08.6200,145.17058,8.61999,0.3807,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-145.2603+38.7152,145.26029,38.7152,0.620817,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-145.6562+32.9417,145.65617,32.94165,0.828,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-145.9803+67.2787,145.98029,67.27872,0.693,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-146.0983-08.1021,146.09829,-8.1021,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-146.2199+40.2997,146.21992,40.2997,0.460079,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-146.3097+06.8014,146.30967,6.80138,0.2975,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-146.5442+13.9284,146.54421,13.9284,0.504023,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-146.6840+19.4528,146.684,19.4528,0.496315,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-146.8429-04.0410,146.84287,-4.04097,0.631,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-147.0380+02.1749,147.03796,2.17494,0.421,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-147.1576-02.5598,147.15796,-2.55962,0.6111,galaxy,probable,Canameras et al. (2020) - arXiv:2004.13048 | Huang et al. (2021) - arXiv:2005.04730
DESI-147.1781+02.0143,147.17808,2.01427,0.499,galaxy,confident,Storfer et al. (2022) - arXiv:2206.02764
DESI-147.2980-02.9825,147.29804,-2.98247,0.487,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-147.6379+17.3744,147.6379,17.37444,0.387351,galaxy,confident,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-147.7529+08.4157,147.75292,8.4157,0.699151,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-147.9185+07.5090,147.9185,7.509,0.352655,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730
DESI-148.1462+13.4616,148.14682,13.46186,0.251,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Storfer et al. (2022) - arXiv:2206.02764
DESI-148.1742+37.1643,148.17421,37.16432,0.7245,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-148.2095+10.7169,148.2095,10.7169,0.375046,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-148.3840+10.5475,148.384,10.5475,0.344595,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-148.3866+01.9347,148.38662,1.93473,0.64,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-148.3986+31.5437,148.39914,31.54396,0.306,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Savary et al. (2021) - arXiv:2110.11972
DESI-148.8884+12.9734,148.88808,12.9734,0.646,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-149.1942+00.7137,149.19421,0.7137,0.566,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-149.2146+01.3751,149.21458,1.37513,0.836,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-149.2955-00.8359,149.2955,-0.83589,0.791,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-149.3117+36.7185,149.31171,36.71854,0.899,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-149.3328+70.4649,149.33279,70.46486,0.833,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-149.5083+20.9524,149.50829,20.95236,0.652,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-149.5664+42.6785,149.56633,42.67857,0.5856,galaxy,confident,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-149.6644+07.1678,149.66442,7.1678,0.317,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-149.6951+10.9888,149.69512,10.98876,0.7426497,galaxy,probable,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-149.7960-04.0411,149.79596,-4.04106,0.527,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-149.9605-03.4545,149.95808,-3.4552,0.3,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Storfer et al. (2022) - arXiv:2206.02764
DESI-149.9772+10.9708,149.97721,10.97077,0.2595,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-150.0945+00.0047,150.0945,0.0047,0.981,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-150.1616+24.3772,150.16158,24.37718,0.761,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-150.1690+21.9433,150.16896,21.94325,0.2565,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-150.2022+01.6538,150.20221,1.6538,0.254,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-150.2941+46.1759,150.29408,46.1759,0.631539,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-150.4045+02.5544,150.4045,2.5544,0.247682,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-150.4456+41.3192,150.44554,41.31916,0.552,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-150.4863+15.4209,150.48625,15.42086,0.312,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-150.5217+11.6575,150.52171,11.65746,0.408,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-150.5233+15.3083,150.52329,15.3083,0.549271,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-150.5780-04.5563,150.57796,-4.55625,0.708,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-150.8860-02.9493,150.886,-2.9493,0.681664,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-151.2006-03.7158,151.20058,-3.7158,0.249,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-151.2154-00.5291,151.21542,-0.52911,0.59,galaxy,probable,Canameras et al. (2021) - arXiv:2107.07829 | Huang et al. (2021) - arXiv:2005.04730
DESI-151.2247-06.9532,151.22471,-6.95317,0.405,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-151.2523+10.4499,151.25229,10.4499,0.679931,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-151.4072+67.5076,151.40721,67.5076,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-151.5924-03.6253,151.59242,-3.62535,0.546,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-151.6322-01.5771,151.63225,-1.5771,0.272,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-151.6380-08.5861,151.63892,-8.5848,0.381,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-151.6657+12.8394,151.66567,12.83936,0.833,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-151.6840-05.7825,151.6855,-5.7829,0.109,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-151.7182-07.9276,151.71821,-7.9276,0.569,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730
DESI-151.8455-05.3863,151.8455,-5.3863,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-151.8533-06.6538,151.85333,-6.65378,0.309,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-151.9618+04.6107,151.96179,4.6107,0.154827,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-151.9855+02.4052,151.9855,2.4052,0.530682,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-152.0763+31.7005,152.07629,31.7005,0.539379,galaxy,confident,Huang et al. (2020) - arXiv:1906.00970
DESI-152.1584+41.4751,152.15837,41.47509,0.541,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-152.1618+03.1293,152.16175,3.12928,0.73,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-152.1941-05.3513,152.19412,-5.35132,0.781,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-152.2141+22.1988,152.21412,22.19881,0.4423,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-152.2413+13.8624,152.24133,13.86236,0.584,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-152.2710+43.7279,152.271,43.7279,0.575097,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-152.3123+15.1126,152.31229,15.11258,0.644,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-152.3671-01.2414,152.36717,-1.24143,0.408,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-152.3889-05.6017,152.38892,-5.6017,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-152.5264-01.9658,152.52642,-1.9658,0.477,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-152.5652+12.9375,152.56521,12.93745,0.776,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-152.6156+06.7005,152.61554,6.70054,0.307,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-152.6578-05.2562,152.65779,-5.25621,0.62872106,galaxy,probable,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-152.7635+10.7864,152.76108,10.7874,0.457,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-152.8042-02.0432,152.80421,-2.0432,0.209,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-152.8754+51.1960,152.87648,51.19619,0.6662,galaxy,confident,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-152.8814-03.7938,152.88212,-3.79351,0.26647854,galaxy,confident,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-152.9039-05.1284,152.90392,-5.12839,0.298,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-153.0462-00.8142,153.04621,-0.8142,0.346,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-153.0776+44.3831,153.07758,44.3831,0.456894,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-153.1784+05.9709,153.17721,5.96902,0.40836447,galaxy,confident,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-153.2654+10.1926,153.26605,10.19269,0.422789,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730 | Canameras et al. (2020) - arXiv:2004.13048
DESI-153.2746+18.8188,153.27467,18.81876,0.577,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-153.3046+42.8180,153.30458,42.81798,0.7377,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-153.6301+24.4854,153.63012,24.48541,0.546,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-153.7269+44.2610,153.72692,44.261,0.297122,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730
DESI-153.7937+32.5308,153.79371,32.5308,0.243,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730
DESI-153.7953+04.5593,153.79529,4.55931,0.8258,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-153.8055+10.7042,153.80546,10.70421,0.62268764,galaxy,probable,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-153.8145+16.8856,153.8145,16.88563,0.995,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-153.9827+00.5818,153.98275,0.58183,0.3483,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-154.2235+62.5859,154.22346,62.58586,0.781,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-154.3116+02.4885,154.31158,2.4885,0.357622,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-154.3692-05.4685,154.36917,-5.46854,0.689,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-154.4431-04.0841,154.44308,-4.0841,0.257,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-154.5307-00.1368,154.53072,-0.13677,0.3718,galaxy,probable,Canameras et al. (2021) - arXiv:2107.07829 | Huang et al. (2020) - arXiv:1906.00970 | Shu et al. (2022) - arXiv:2201.11135
DESI-154.5759+74.5812,154.57592,74.5812,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-154.7654+17.0697,154.76542,17.0697,0.301273,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-155.0256+03.2986,155.02562,3.29858,0.1536,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-155.1597+48.1585,155.15971,48.15847,0.3366,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-155.2333-01.3448,155.23329,-1.34479,0.41,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-155.2353+24.7317,155.23533,24.73166,0.766,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-155.2526+17.3570,155.25258,17.35701,0.601,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-155.2571+53.8914,155.25708,53.8914,0.602315,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-155.2994+07.5355,155.29942,7.53554,0.842,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-155.4226+00.6966,155.42258,0.6966,0.618596,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
