name,ra,dec,zlens,type,grading,ref
DESI-311.4249-10.6762,311.42492,-10.6762,0.633372,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-311.7259-49.9777,311.72587,-49.97771,0.641,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-311.9808-59.0120,311.98075,-59.01203,0.784,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-312.1944-45.9930,312.19442,-45.99298,0.799,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-312.5065-54.0680,312.50279,-54.0687,0.399,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-313.2344-48.9803,313.23437,-48.98026,0.603,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M
DESI-313.3243-05.9324,313.32429,-5.93243,0.509,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-313.3618-09.2758,313.36179,-9.2758,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-313.3691-54.0952,313.36908,-54.09521,0.827,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-313.3735-44.6073,313.37346,-44.60727,0.655,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-313.4783-45.5807,313.47829,-45.58069,0.565,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-313.5823-41.4077,313.58229,-41.4077,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-313.7486-40.0865,313.74854,-40.0865,0.944,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-313.8609-52.1259,313.86087,-52.12594,0.369,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-313.9780+08.7331,313.978,8.7331,0.185711,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-313.9924-43.5953,313.99237,-43.59526,0.301,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-313.9967-42.9020,313.99671,-42.902,0.7807544,galaxy,confident,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-314.0678-09.4907,314.06783,-9.49074,0.356,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-314.1440-53.1623,314.14404,-53.16231,0.331,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-314.2005+05.8759,314.20046,5.87595,0.606,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-314.7376+04.7259,314.73758,4.7259,0.593895,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-314.8678-62.2063,314.86779,-62.20631,0.808,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-314.9220-50.3029,314.922,-50.30294,0.388,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-315.1441-55.9067,315.14408,-55.90669,0.359,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-315.3295+02.2958,315.3295,2.2958,0.748082,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-315.3666-43.8105,315.36571,-43.81062,0.436,galaxy,confident,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-315.5396-48.0036,315.53962,-48.00359,0.213,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-315.5677-48.0099,315.56636,-48.00954,0.42,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Storfer et al. (2022) - arXiv:2206.02764
DESI-316.4195+05.6205,316.42002,5.62042,0.298,galaxy,confident,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-316.8445-00.9920,316.8445,-0.992,0.51422,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-317.0954-59.5720,317.09542,-59.572,0.298,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-317.2430+12.2366,317.243,12.23662,0.681,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-317.2431+03.9841,317.24308,3.9841,0.574,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-317.2522+06.9301,317.25164,6.92968,0.63524383,galaxy,probable,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-317.3884+05.1456,317.38842,5.1456,0.564241,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-317.4156-40.9409,317.41562,-40.9409,0.506,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-317.8112-01.8226,317.81121,-1.82262,0.6673,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-317.9597-44.5769,317.95975,-44.57687,0.67,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-318.0286-53.9781,318.02862,-53.97806,0.732,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-318.0376-01.7568,318.03758,-1.7568,0.224137,galaxy,confident,Huang et al. (2020) - arXiv:1906.00970
DESI-318.0894-48.0294,318.08878,-48.02958,0.587522,galaxy,confident,Stein et al. (2021) - arXiv:2110.00023 | O'Donnell et al. (2021) - arXiv:2110.02418 | Storfer et al. (2022) - arXiv:2206.02764
DESI-318.2628-56.2396,318.26279,-56.23958,0.784,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-318.2726-46.8223,318.27258,-46.82234,0.923,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-318.3703+18.0576,318.37033,18.05764,0.355,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-318.4704-49.9381,318.47042,-49.93812,0.262,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-318.8624-47.6150,318.86238,-47.61495,0.717,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-319.1672-01.5035,319.16721,-1.5035,0.162711,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-319.1718-47.0175,319.17179,-47.01755,0.389,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-319.1877-42.5322,319.18767,-42.53218,0.133,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-319.3414-05.7090,319.34137,-5.70904,0.569,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-319.4948-00.7468,319.49479,-0.74678,0.386498,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M
DESI-319.5030-08.6882,319.503,-8.68818,0.322,galaxy,confident,Storfer et al. (2022) - arXiv:2206.02764
DESI-319.5281+16.9379,319.52808,16.9379,0.660973,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-319.5754-61.2030,319.57537,-61.20298,0.82257545,galaxy,probable,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-319.6864+16.9161,319.68636,16.91657,0.29594082,galaxy,probable,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-319.7068-63.3875,319.70679,-63.3875,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-319.7069-46.3994,319.70696,-46.39935,0.693,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-319.7438-48.1408,319.74383,-48.14077,0.45,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-319.7989+00.0575,319.79892,0.0575,0.299,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-319.8536+05.3021,319.85354,5.30206,0.375,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-319.8796-00.5143,319.87962,-0.51431,0.3065,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-319.8949+07.1163,319.89492,7.11632,0.6118,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-319.9330+00.3645,319.93296,0.36455,0.366,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-320.0442+00.0994,320.04417,0.09943,0.539,galaxy,confident,Storfer et al. (2022) - arXiv:2206.02764
DESI-320.1300-45.8642,320.13,-45.86416,0.563,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-320.1446-11.1251,320.14458,-11.1251,0.587718,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-320.1858-63.1300,320.18583,-63.13001,0.414,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-320.2416-41.4194,320.2422,-41.41953,0.37087116,galaxy,probable,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-320.4649-05.4623,320.46487,-5.46232,0.24,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-320.4995-04.5210,320.49975,-4.52089,0.323,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Canameras et al. (2020) - arXiv:2004.13048
DESI-320.5237+00.4131,320.52367,0.41312,0.2939,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-320.6024+00.5296,320.60237,0.52956,0.857,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-320.8584+01.8867,320.85836,1.88669,0.52488,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730 | Wen et al. (2011) - arXiv:1108.0494 | Tran et al. (2022) - arXiv:2205.05307
DESI-320.9876+10.5432,320.98767,10.54319,0.862,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-320.9968-52.5284,320.99683,-52.52841,0.389,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-321.1129-61.4196,321.11287,-61.41955,0.426,galaxy,confident,Storfer et al. (2022) - arXiv:2206.02764 | O'Donnell et al. (2021) - arXiv:2110.02418
DESI-321.3061-00.0295,321.30608,-0.0295,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-321.4898-00.9887,321.48975,-0.9887,0.7538,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-321.5604+09.8332,321.56042,9.8332,0.569139,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-321.6921+20.6176,321.69212,20.6176,0.297,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-321.8802-51.8443,321.88021,-51.84431,0.569,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-322.0300+17.0328,322.03004,17.03282,0.268,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-322.3436-13.1683,322.34362,-13.16831,0.733,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-322.6011-61.9086,322.60108,-61.9086,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-322.7722-40.3258,322.77217,-40.32584,0.44,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-322.7926-48.9781,322.79258,-48.97814,0.815,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-322.8425-58.9938,322.84246,-58.99383,0.384,galaxy,confident,Storfer et al. (2022) - arXiv:2206.02764
DESI-322.8786-59.5064,322.87858,-59.50644,0.28878742,galaxy,probable,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-323.1489-41.4276,323.1489,-41.42762,0.485,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Rojas et al. (2021) - arXiv:2109.00014
DESI-323.2318-61.6659,323.23179,-61.66586,0.44,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-323.3773-48.8234,323.37733,-48.82337,0.63,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-323.4361-60.8579,323.43608,-60.85786,0.808,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-323.5080-42.6495,323.50292,-42.64806,0.2,galaxy,probable,O'Donnell et al. (2021) - arXiv:2110.02418 | Storfer et al. (2022) - arXiv:2206.02764
DESI-323.5328-62.7241,323.53279,-62.72409,0.316,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-323.5478-00.8199,323.54775,-0.81988,0.7103,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-323.6119-46.1648,323.61287,-46.16323,0.194,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Storfer et al. (2022) - arXiv:2206.02764
DESI-323.7508-62.9115,323.75075,-62.91152,0.244,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-323.8004-01.0496,323.8003,-1.04954,0.3272,cluster,probable,Moustakas et al. (2012) - adsabs:2012hst..prop12833M | Storfer et al. (2022) - arXiv:2206.02764
DESI-323.8029-01.0288,323.80296,-1.02869,0.3272,cluster,probable,Moustakas et al. (2012) - adsabs:2012hst..prop12833M | Storfer et al. (2022) - arXiv:2206.02764
DESI-323.9924-59.8673,323.9924,-59.86724,0.41,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Rojas et al. (2021) - arXiv:2109.00014
DESI-324.0323-49.9306,324.03229,-49.93058,0.448,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-324.0416-04.8402,324.04158,-4.84025,0.914,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-324.0568+04.0216,324.05683,4.02164,0.623,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-324.1351-49.3130,324.13512,-49.31301,0.367,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-324.2094-62.6820,324.20942,-62.68202,0.245,galaxy,confident,Storfer et al. (2022) - arXiv:2206.02764
DESI-324.3000-01.7331,324.29996,-1.73313,0.748,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-324.4122-41.3105,324.41225,-41.31045,0.548,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-324.5073-60.1290,324.5019,-60.13174,0.3,galaxy,confident,O'Donnell et al. (2021) - arXiv:2110.02418 | Storfer et al. (2022) - arXiv:2206.02764
DESI-324.5771-56.6459,324.57712,-56.64594,0.481,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-324.6728-56.5294,324.67283,-56.52944,0.66,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-324.6900+16.9825,324.69004,16.98251,0.361,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-324.8326-43.0421,324.83258,-43.04212,0.586,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-324.8366-63.7250,324.83658,-63.725,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-325.1076-45.6339,325.1076,-45.63384,0.685,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M
DESI-325.1467-64.8318,325.14379,-64.8334,0.093,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-325.2553-61.8115,325.25529,-61.81146,0.425,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-325.3486-62.3149,325.34862,-62.31491,0.446,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-325.3681+02.2797,325.36808,2.27973,0.494,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-325.3707-00.8261,325.37067,-0.82611,0.214,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-325.4159-44.4543,325.41608,-44.4533,0.344,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-325.7874-00.3722,325.78737,-0.37225,0.81780815,galaxy,probable,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-325.7902-42.9283,325.79021,-42.92826,0.764,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-325.9594+20.1279,325.95942,20.12786,0.126,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-326.0105-43.3965,326.01051,-43.39651,0.27,galaxy,probable,O'Donnell et al. (2021) - arXiv:2110.02418 | Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-326.1190+01.1202,326.11904,1.12023,0.49538863,galaxy,probable,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-326.2362-42.2306,326.23621,-42.23062,0.552,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-326.2881+19.8848,326.28808,19.8848,0.689219,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-326.3426-53.6628,326.34262,-53.66282,0.323,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-326.4385-00.4798,326.4385,-0.47984,0.6959,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-326.4499-06.0018,326.44992,-6.00184,0.593,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-326.4525-55.0224,326.45246,-55.02242,0.26,galaxy,probable,Diehl et al. (2017) - doi:10.3847/1538-4365/aa8667 | Storfer et al. (2022) - arXiv:2206.02764
DESI-326.4590+21.5903,326.45896,21.59028,0.383,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-326.4825+00.0027,326.4825,0.00272,0.789,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-326.4896+13.8431,326.48962,13.84312,0.446,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-326.5968-42.2949,326.59675,-42.29486,0.49,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-326.6169+02.3525,326.61692,2.35253,0.432,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-326.6925-43.2476,326.69123,-43.2477,0.662,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-326.7119-43.0078,326.71192,-43.0078,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-326.7382+13.3142,326.73825,13.3142,0.437,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-326.7564-43.9179,326.75638,-43.91793,0.453,galaxy,confident,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-326.8751+14.4013,326.87508,14.40129,0.382,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-326.8985-56.0088,326.89846,-56.00883,0.575,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-327.0381+02.0460,327.03812,2.04603,0.5992,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-327.0863-49.3603,327.08633,-49.3603,0.559,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-327.1984+02.9917,327.19837,2.99167,0.5386,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-327.2878+08.8755,327.28779,8.87548,0.242,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-327.4249-44.1038,327.42492,-44.1038,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-327.4427-00.3822,327.44271,-0.3822,0.566031,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-327.4735-47.4774,327.47354,-47.47736,0.466,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-327.5577-51.3316,327.55771,-51.33156,0.541,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-327.8408+13.7884,327.84081,13.7884,0.20148,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730 | Tran et al. (2022) - arXiv:2205.05307
DESI-327.9712-58.5016,327.97121,-58.50158,0.587,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-328.0471+10.3451,328.04712,10.34514,0.596,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-328.0860-43.5877,328.086,-43.5877,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-328.2941-51.9634,328.29412,-51.96339,0.672,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-328.3989-42.0387,328.39887,-42.03869,0.6798917,galaxy,probable,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-328.5146+04.6998,328.51462,4.69975,0.409,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-328.5453+00.6329,328.54529,0.6329,0.201,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-328.6153+01.7916,328.61525,1.79155,0.724,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-328.7427+16.3475,328.74271,16.3475,0.51076,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-328.9677-01.2661,328.96771,-1.26612,0.5392,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-329.0349+01.3896,329.0353,1.39025,0.2,galaxy,probable,Diehl et al. (2017) - doi:10.3847/1538-4365/aa8667 | Storfer et al. (2022) - arXiv:2206.02764
DESI-329.2143+24.4986,329.21429,24.49858,0.704,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-329.2266-57.5828,329.22667,-57.58284,0.461,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-329.5066+06.6401,329.50658,6.6401,0.504423,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-329.5068+00.8214,329.50683,0.82141,0.778,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-329.6018-60.9776,329.60179,-60.97764,0.817,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-329.6264-62.4564,329.62637,-62.45644,0.606,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-329.6820+02.9584,329.68204,2.9584,0.288643,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730 | Tran et al. (2022) - arXiv:2205.05307
DESI-329.7434-61.9749,329.74337,-61.9749,0.312,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-329.8200+05.5022,329.82,5.5022,0.4892,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-329.9945-62.7539,329.9945,-62.75387,0.37,galaxy,probable,O'Donnell et al. (2021) - arXiv:2110.02418 | Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-330.1278-11.1619,330.12783,-11.16191,0.642,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-330.1481+23.6703,330.14808,23.6703,0.662871,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-330.1711-52.6158,330.17108,-52.61584,0.679,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-330.2099-57.2533,330.20992,-57.25329,0.682,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-330.4536+01.8039,330.45358,1.8039,0.453433,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-330.5620+10.6918,330.562,10.6918,0.300383,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-330.6222-55.1202,330.62348,-55.12171,0.584,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-330.7453-04.9140,330.74464,-4.91299,0.27403143,galaxy,probable,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-330.8333-48.3485,330.83333,-48.34847,0.635,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-330.9477-62.2874,330.94775,-62.28743,0.572,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-331.0095-00.7862,331.00946,-0.78619,0.1757,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-331.0995-54.5395,331.09946,-54.53951,0.533,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-331.3228-44.0673,331.32242,-44.0698,0.416,galaxy,confident,Storfer et al. (2022) - arXiv:2206.02764
DESI-331.3741-47.6182,331.37408,-47.61822,0.84,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-331.3955-09.2868,331.39554,-9.28684,0.91285,galaxy,probable,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-331.6220-58.1441,331.62202,-58.14404,0.671,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M
DESI-331.6629-40.2521,331.66292,-40.25205,0.413,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-331.6644+13.3813,331.66471,13.3842,0.536,galaxy,confident,Storfer et al. (2022) - arXiv:2206.02764
DESI-331.8070-52.0497,331.80696,-52.04972,0.347,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Storfer et al. (2022) - arXiv:2206.02764
DESI-331.9280-00.0137,331.92804,-0.01369,0.629,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-331.9423-43.3391,331.94229,-43.33906,0.607,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-331.9426+20.1438,331.94262,20.14383,0.2403,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-331.9712-00.6607,331.97121,-0.6607,0.537202,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-332.0002-63.8759,332.00021,-63.8759,0.756,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-332.3926-57.5415,332.39258,-57.54149,0.654,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-332.5120+26.0689,332.51202,26.06889,0.3466916,galaxy,confident,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-332.7233-40.9782,332.72329,-40.9782,0.48096,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-332.8213-11.3775,332.82129,-11.37748,0.608,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-332.8418-61.8965,332.84179,-61.89654,0.43,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-332.9074+16.1986,332.9065,16.1976,0.457,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-333.0868-00.1706,333.08683,-0.17058,0.51,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-333.2186-61.6847,333.21858,-61.68472,0.352,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-333.3655-13.2491,333.3655,-13.2491,0.11,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730
DESI-333.4099+10.6329,333.40992,10.63289,0.323,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-333.5034-46.1063,333.50332,-46.10628,0.59,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M
DESI-333.5484-60.7251,333.54837,-60.72511,0.465,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-333.5564-53.6552,333.55638,-53.65518,0.845,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-333.8922-46.6457,333.89219,-46.64572,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M
DESI-333.9117-65.3437,333.91171,-65.34366,0.687,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-333.9195+01.8297,333.9195,1.82969,0.2388,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-333.9297-42.1512,333.92967,-42.15119,0.649,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
